Texto,Etiqueta
"""Las musulmanas deberían ser arrestadas solo por cómo se visten.""",1
"""Las musulmanas están como oprimidas, dan lástima.""",2
"""Las musulmanas me hacen sentir incómodo con su forma de vestir.""",2
"""Las musulmanas no deberían trabajar de cara al público si están cubiertas.""",2
"""Las musulmanas no deberían trabajar de cara al público.""",2
"""Las musulmanas no deberían usar el velo en la universidad.""",2
"""Las musulmanas parecen salidas de otro siglo.""",2
"""Las musulmanas parecen siempre sometidas, eso me da pena.""",2
"""Las musulmanas parecen sumisas por elección, pero eso no es libertad.""",2
"""Las musulmanas provocan incomodidad con su vestimenta religiosa.""",2
"""Las musulmanas son oprimidas, no deberían promover eso aquí.""",2
"""Las musulmanas son sumisas porque su religión las obliga.""",2
"""Las musulmanas tapan su cuerpo, pero quieren derechos feministas.""",2
"""Las personas con autismo no deberían ir a escuelas normales.""",1
"""Las personas con autismo son un error de la evolución.""",1
"""Las personas con discapacidad deberían tener asistencia todo el tiempo.""",2
"""Las personas con discapacidad están para encerrarlas, no para integrarlas.""",1
"""Las personas con discapacidad no deberían trabajar en público.""",1
"""Las personas con discapacidad que se quejan deberían ser silenciadas a golpes.""",1
"""Las personas con discapacidad requieren demasiados recursos.""",2
"""Las personas con discapacidad son inútiles.""",1
"""Las personas con discapacidad son una carga estatal.""",1
"""Las personas con discapacidad son una carga para la sociedad.""",1
"""Las personas con síndrome de Down son una carga para todos.""",1
"""Las tortilleras ahora quieren casarse, qué locura.""",1
"""Las tortilleras deberían quedarse encerradas con sus gatos.""",1
"""Las tortilleras deberían ser expulsadas de los colegios.""",1
"""Las tortilleras deberían vivir en islas lejos de la gente normal.""",1
"""Las tortilleras no deberían salir del armario, dan asco.""",1
"""Las trans cambian de género como si fuera moda.""",2
"""Las trans deberían identificarse como tales para evitar confusión.""",2
"""Las trans están confundidas y eso no se puede normalizar.""",2
"""Las trans están confundidas, eso no es normal.""",2
"""Las trans están confundidas, no saben lo que son.""",2
"""Las trans exageran con su drama personal.""",2
"""Las trans exigen cosas que el resto jamás pediría.""",2
"""Las trans me dan miedo, no sé si son hombres o mujeres.""",2
"""Las trans me desconciertan, nunca sé cómo dirigirme.""",2
"""Las trans no deberían compartir vestuario con mujeres.""",2
"""Las trans no deberían competir en deportes femeninos.""",2
"""Las trans no deberían entrar a baños de mujeres.""",2
"""Las trans no pueden competir de igual a igual con mujeres biológicas.""",2
"""Las trans parecen caricaturas de lo que debería ser una mujer.""",2
"""Las trans quieren que les llamen como ellas quieran, aunque no tenga sentido.""",2
"""Las trans se ofenden por cualquier cosa y quieren cambiar el mundo entero por ellas.""",2
"""Las trans siempre quieren llamar la atención con su aspecto.""",2
"""Las trans solo quieren atención y compasión.""",2
"""Las trans solo quieren llamar la atención en redes sociales.""",2
"""Las zorras de las lesbianas solo buscan provocar.""",1
"""Las zorras modernas se creen con derecho a todo.""",1
"""Lavé a mano unas prendas delicadas con jabón neutro.""",0
"""Lavé el auto y quedó brillante.""",0
"""Lavé todas las sábanas y las colgué al aire libre para que se sequen.""",0
"""Le armé un desayuno sorpresa a mi hermana con lo que había en casa.""",0
"""Le ayudé a mi abuela a buscar un álbum de fotos familiar.""",0
"""Le ayudé a mi abuelo a cambiar el foco de la lámpara del pasillo.""",0
"""Le ayudé a mi amiga a armar su nueva estantería de libros.""",0
"""Le ayudé a mi hermana a elegir una lámpara para su cuarto.""",0
"""Le ayudé a mi madre a clasificar documentos importantes.""",0
"""Le ayudé a mi padre a colgar un cuadro en la pared.""",0
"""Le ayudé a mi padre a limpiar el jardín de hojas secas.""",0
"""Le ayudé a mi prima con sus deberes de matemáticas.""",0
"""Le ayudé a mi tía a configurar su correo electrónico.""",0
"""Le ayudé a mi tía a ordenar sus hilos y lanas.""",0
"""Le ayudé a un amigo a configurar su nueva impresora.""",0
"""Le daría de hostias a todos esos feministas de pacotilla.""",1
"""Le daría de hostias a todos los ancianos que solo estorban.""",1
"""Le daría de hostias a todos los discapacitados que piden beneficios.""",1
"""Le daría de hostias a todos los judíos que manejan el dinero del mundo.""",1
"""Le daría de hostias a todos los maricones que se besan en público.""",1
"""Le daría de hostias a todos los musulmanes que rezan en la calle.""",1
"""Le daría de hostias a todos los negros que juegan a ser víctimas.""",1
"""Le di agua a los pájaros en el bebedero del jardín.""",0
"""Le di de comer a los pájaros en una plaza cercana.""",0
"""Le di de comer a los patos del estanque en el parque.""",0
"""Le di forma a una figura de papel con técnica de origami.""",0
"""Le di forma a una maceta con arcilla y quedó muy bonita.""",0
"""Le enseñé a mi prima cómo doblar papel para hacer un sobre.""",0
"""Le enseñé a mi primo a hacer aviones de papel.""",0
"""Le enseñé a mi primo pequeño a jugar al dominó.""",0
"""Le enseñé a mi sobrina a dibujar animales con formas básicas.""",0
"""Le enseñé a mi sobrina a hacer grullas de papel.""",0
"""Le enseñé a mi sobrino a hacer un avión de papel que planea bien.""",0
"""Le enseñé a mi sobrino a hacer un dibujo paso a paso.""",0
"""Le enseñé a mi vecina cómo hacer pan sin horno.""",0
"""Le envié a una amiga una receta que me pidió por mensaje.""",0
"""Le escribí un mensaje de cumpleaños a una profesora que estimo mucho.""",0
"""Le escribí un poema corto a mi madre por su cumpleaños.""",0
"""Le hice una torta de cumpleaños a mi sobrino con forma de tren.""",0
"""Le mandé a mi tía una foto de mis plantas nuevas por mensaje.""",0
"""Le mandé a una amiga un mensaje de voz contándole mi día.""",0
"""Le mandé una nota escrita a mano a mi sobrina por su cumpleaños.""",0
"""Le mandé una postal virtual a una amiga que vive lejos.""",0
"""Le mandé una tarjeta de cumpleaños a mi primo por correo postal.""",0
"""Le pedí a mi abuela que me contara una anécdota de su juventud.""",0
"""Le presté a mi hermana unos libros de cuentos para su hijo.""",0
"""Le presté a un amigo una novela que me encantó.""",0
"""Le presté un libro a mi vecina para que lo lea durante el fin de semana.""",0
"""Le puse nombre a mi cactus y le tejí un pequeño abrigo.""",0
"""Le puse nombre a todos mis cactus con etiquetas pequeñas.""",0
"""Le puse nombre a una de mis plantas nuevas y le hice un cartelito.""",0
"""Le regalé a mi amiga una libreta que decoré especialmente para ella.""",0
"""Le regalé a mi tía una planta pequeña para su ventana.""",0
"""Le regalé a mi tía una planta que armé en una maceta reciclada.""",0
"""Le regalé una carta escrita a mano a mi madre.""",0
"""Leí un artículo sobre astronomía que me pareció fascinante.""",0
"""Leí un artículo sobre cómo reducir el consumo de plásticos.""",0
"""Leí un capítulo de un libro nuevo antes de dormir.""",0
"""Leí un cuento corto y escribí una reflexión sobre su mensaje final.""",0
"""Leí un libro de cuentos que me recordó mi infancia.""",0
"""Leí un poema de autor anónimo que me llegó profundamente.""",0
"""Leí un poema y lo copié en mi diario de frases bonitas.""",0
"""Leí una fábula corta y escribí lo que aprendí de ella.""",0
"""Leí una fábula corta y reflexioné sobre su moraleja.""",0
"""Leí una historia corta antes de dormir que me dejó reflexionando.""",0
"""Leí una historia corta antes de dormir.""",0
"""Leí una nota sobre arquitectura sustentable en una revista digital.""",0
"""Leí una novela gráfica mientras tomaba café en la plaza.""",0
"""Leí una revista de jardinería que encontré entre libros antiguos.""",0
"""Leí una revista sobre ciencia que tenía en casa desde hacía años.""",0
"""Limpié con vinagre blanco los azulejos del baño y quedaron brillantes.""",0
"""Limpié el armario y doné ropa que ya no usaba.""",0
"""Limpié el espejo del baño con un paño de microfibra.""",0
"""Limpié el espejo del baño con vinagre blanco y quedó brillante.""",0
"""Limpié el espejo del baño y quedó reluciente.""",0
"""Limpié el filtro del aire acondicionado siguiendo las instrucciones.""",0
"""Limpié el filtro del purificador de aire y lo volví a instalar.""",0
"""Limpié el filtro del ventilador y ahora funciona mejor.""",0
"""Limpié el horno y aproveché para ordenar los moldes de cocina.""",0
"""Limpié el interior del microondas con limón y agua caliente.""",0
"""Limpié el patio y saqué las hojas secas de las plantas.""",0
"""Limpié el polvo de los estantes de la biblioteca con cuidado.""",0
"""Limpié el teclado del ordenador con un cepillo suave.""",0
"""Limpié el teclado del ordenador con un pincel suave y alcohol isopropílico.""",0
"""Limpié el teclado y la pantalla del portátil con cuidado.""",0
"""Limpié el ventilador antes de que empiece el calor fuerte.""",0
"""Limpié la cafetera con vinagre blanco y quedó como nueva.""",0
"""Limpié la lámpara de techo del comedor con cuidado.""",0
"""Limpié la parte de atrás del refrigerador y lo dejé reluciente.""",0
"""Limpié la pecera y los peces parecen más activos.""",0
"""Limpie las baldosas del patio con cepillo y jabón.""",0
"""Limpié las esquinas del armario con un cepillo de dientes viejo.""",0
"""Limpie las hojas de las plantas con un paño húmedo.""",0
"""Limpié las manijas de las puertas con una mezcla de agua y alcohol.""",0
"""Limpié las manillas de todas las puertas con alcohol en gel.""",0
"""Limpié las teclas del teclado con un cepillo de dientes viejo.""",0
"""Limpié las ventanas del coche y ahora se ve todo mucho mejor.""",0
"""Limpié las ventanas del salón para que entre más luz.""",0
"""Limpié los estantes del refrigerador con agua y vinagre.""",0
"""Limpié los filtros de la cafetera y preparé un café suave.""",0
"""Limpié los interruptores y enchufes con un paño húmedo.""",0
"""Limpié los marcos de los cuadros del salón.""",0
"""Limpie los vidrios del coche con vinagre y quedaron impecables.""",0
"""Limpié mi escritorio a fondo y puse un mantel nuevo sobre él.""",0
"""Limpié mi escritorio y me sentí más motivado para estudiar.""",0
"""Llamé a mi abuela para preguntarle una receta antigua.""",0
"""Llené una botella con arena de colores para decorar.""",0
"""Llené una botella con flores secas para usar como decoración.""",0
"""Llevé a mi perro a pasear por el sendero del río.""",0
"""Llevé a mi perro al veterinario y todo salió bien.""",0
"""Llevé libros a la biblioteca comunitaria para donar.""",0
"""Llevé una manta al parque y me senté a leer bajo un árbol.""",0
"""Los africanos traen enfermedades raras.""",2
"""Los árboles del parque están llenos de flores hermosas.""",0
"""Los asiáticos nunca participan en nada, son raros.""",2
"""Los asiáticos son muy cerrados, no se mezclan con nadie.""",2
"""Los autistas deberían quedarse en centros donde estén mejor atendidos.""",2
"""Los autistas deberían tener aulas especiales desde pequeños.""",2
"""Los autistas deberían tener circuitos educativos alternativos, no los comunes.""",2
"""Los autistas están bien si se quedan tranquilos, pero no en grupo.""",2
"""Los autistas necesitan ayuda para todo, no pueden ser independientes.""",2
"""Los autistas necesitan otro tipo de educación, no la común.""",2
"""Los autistas no comprenden reglas sociales mínimas.""",2
"""Los autistas no deberían estar en clases normales.""",2
"""Los autistas no deberían estar en eventos sociales, no saben comportarse.""",2
"""Los autistas no deberían estar en trabajos con atención al cliente.""",2
"""Los autistas no deberían participar en grupos abiertos.""",2
"""Los autistas no deberían tener responsabilidades importantes.""",2
"""Los autistas no encajan, y eso incomoda al resto.""",2
"""Los autistas no entienden bromas, eso los hace aburridos.""",2
"""Los autistas no entienden el sarcasmo, es agotador.""",2
"""Los autistas no entienden el sentido común, por eso cuesta tratar con ellos.""",2
"""Los autistas no entienden las normas básicas de convivencia.""",2
"""Los autistas no entienden lo que es el respeto por los demás.""",2
"""Los autistas no pueden entender emociones complejas.""",2
"""Los autistas no pueden integrarse en un entorno competitivo.""",2
"""Los autistas no pueden tener una vida normal sin asistencia constante.""",2
"""Los autistas no pueden trabajar con personas normales.""",2
"""Los autistas no se adaptan, por más que uno intente.""",2
"""Los autistas no sirven para trabajos que requieran empatía.""",2
"""Los autistas no son funcionales para ambientes laborales dinámicos.""",2
"""Los autistas no tienen capacidad de liderazgo.""",2
"""Los autistas no tienen empatía, eso es peligroso.""",2
"""Los autistas no tienen empatía, por eso no me gusta tratar con ellos.""",2
"""Los autistas no tienen iniciativa, necesitan ser guiados siempre.""",2
"""Los autistas no tienen sentido del humor, es como hablar con una pared.""",2
"""Los autistas no tienen vida social, es raro.""",2
"""Los autistas parecen desconectados de la realidad.""",2
"""Los autistas siempre están en su mundo, no se puede contar con ellos.""",2
"""Los autistas siempre están en su mundo, no sirven para trabajos en equipo.""",2
"""Los autistas solo generan gastos al sistema.""",2
"""Los autistas son fríos, distantes y difíciles de incluir.""",2
"""Los autistas son fríos, no tienen sentimientos reales.""",2
"""Los autistas son imposibles de tratar.""",2
"""Los autistas son muy fríos, parece que no sienten nada.""",2
"""Los autistas son una carga para el sistema educativo.""",2
"""Los chinos comen cosas raras, están enfermos.""",1
"""Los chinos deberían volver en barco como llegaron.""",1
"""Los chinos ni hablan bien ni respetan nada.""",1
"""Los chinos no son humanos, son máquinas sin alma.""",1
"""Los chinos solo saben copiar cosas.""",2
"""Los chinos son todos unos espías encubiertos.""",1
"""Los chinos trabajan mucho, pero son muy fríos.""",2
"""Los discapacitados deberían estar en centros especiales.""",2
"""Los discapacitados deberían estar en instituciones, no en la calle.""",1
"""Los discapacitados deberían tener escuelas aparte.""",2
"""Los discapacitados deberían tener sus propias actividades aparte.""",2
"""Los discapacitados en manifestaciones deberían ser arrastrados con cuerdas.""",1
"""Los discapacitados no deberían ocupar plazas en transporte público si hay más gente sana de pie.""",2
"""Los discapacitados no deberían salir sin supervisión.""",1
"""Los discapacitados no deberían salir sin un cuidador.""",1
"""Los discapacitados no deberían tener hijos.""",2
"""Los discapacitados ocupan espacio que podrían usar personas normales.""",1
"""Los discapacitados que piden derechos solo merecen desprecio y gritos.""",1
"""Los discapacitados ralentizan todo en clase.""",2
"""Los domingos me gusta ver películas clásicas con mi familia.""",0
"""Los extranjeros deberían estar agradecidos de estar aquí.""",2
"""Los feministas hombres merecen ser golpeados por traidores.""",1
"""Los gays actúan como si fueran una especie de élite moderna.""",2
"""Los gays buscan siempre figurar, no pueden ser discretos.""",2
"""Los gays confunden visibilidad con vulgaridad.""",2
"""Los gays convierten cada evento en una causa política.""",2
"""Los gays convierten cualquier espacio en una protesta.""",2
"""Los gays creen que cualquier crítica es homofobia.""",2
"""Los gays deberían comportarse de forma más discreta.""",2
"""Los gays deberían dejar de imponer su presencia en todo.""",2
"""Los gays deberían ser más discretos.""",2
"""Los gays deberían tener espacios aparte, así todos estamos cómodos.""",2
"""Los gays deberían tener más respeto por la familia tradicional.""",2
"""Los gays deberían tener sus propias escuelas.""",2
"""Los gays deberían tener sus propios espacios y dejar los del resto tranquilos.""",2
"""Los gays deberían tener un límite con la visibilidad pública.""",2
"""Los gays están en todas partes, ya no se puede decir nada sin que se ofendan.""",2
"""Los gays están en una cruzada para cambiar el lenguaje de todos.""",2
"""Los gays están influyendo negativamente en la educación de los niños.""",2
"""Los gays están metidos hasta en las propagandas que no les conciernen.""",2
"""Los gays están presentes en todos lados, ya cansa.""",2
"""Los gays están presentes hasta en espacios donde no tienen nada que ver.""",2
"""Los gays están sobre representados en la televisión.""",2
"""Los gays exageran cualquier muestra de afecto, parece que provocaran.""",2
"""Los gays exageran el orgullo, ya lo entendimos.""",2
"""Los gays exageran todo, quieren llamar la atención siempre.""",2
"""Los gays hacen demasiado escándalo por sus derechos.""",2
"""Los gays imponen su estilo de vida como si fuera superior.""",2
"""Los gays no aceptan una sociedad neutral, quieren protagonismo constante.""",2
"""Los gays no deberían estar en posiciones de liderazgo.""",2
"""Los gays no deberían poder caminar por la calle sin ser escupidos.""",1
"""Los gays no deberían ser profesores, confunden a los niños.""",2
"""Los gays no deberían trabajar con niños.""",2
"""Los gays no entienden que no todos quieren ver su estilo de vida.""",2
"""Los gays no saben convivir sin sentirse perseguidos.""",2
"""Los gays no tienen límites cuando se sienten con poder.""",2
"""Los gays piensan que todo el mundo debe aceptar su estilo de vida.""",2
"""Los gays pueden hacer lo que quieran, pero no deberían adoptar.""",2
"""Los gays quieren derechos, pero no responsabilidades.""",2
"""Los gays se comportan como si todos quisieran ser como ellos.""",2
"""Los gays se creen graciosos por ser afeminados.""",2
"""Los gays se creen más cultos por ser distintos.""",2
"""Los gays se creen mejores por ser distintos.""",2
"""Los gays se han vuelto intocables, nadie puede opinar diferente.""",2
"""Los gays se ofenden si no usas los términos que ellos inventan.""",2
"""Los gays se victimizan para conseguir todo lo que quieren.""",2
"""Los gays se victimizan para lograr todo.""",2
"""Los gays se victimizan por cualquier cosa.""",2
"""Los gays siempre quieren llamar la atención.""",2
"""Los gays solo piensan en sexo.""",1
"""Los gays son sensibles hasta el extremo.""",2
"""Los gays tienen derecho a existir, pero que no den la nota.""",2
"""Los gays tienen su lugar, pero que no ocupen todos los espacios.""",2
"""Los gays tienen un lobby demasiado fuerte.""",2
"""Los gays tienen una agenda que quieren imponer a la fuerza.""",2
"""Los gays viven en una burbuja de fantasía.""",2
"""Los gitanos convierten cualquier zona en un basural.""",2
"""Los gitanos deben ser eliminados de la sociedad por la fuerza.""",1
"""Los gitanos deberían vivir en comunidades aparte.""",2
"""Los gitanos deberían vivir en lugares aparte, para evitar conflictos.""",2
"""Los gitanos destruyen cualquier lugar al que se mudan.""",2
"""Los gitanos enseñan a sus hijos a ser como ellos, por eso nunca mejoran.""",2
"""Los gitanos hacen ruido y ensucian donde viven.""",2
"""Los gitanos me dan asco, odio cuando los veo cerca.""",1
"""Los gitanos me dan asco, odio cuando los veo cerca.""",1
"""Los gitanos necesitan una buena dosis de miedo físico para comportarse.""",1
"""Los gitanos no aceptan las reglas de convivencia.""",2
"""Los gitanos no aportan nada bueno, solo problemas.""",2
"""Los gitanos no deberían tener prioridad en vivienda social.""",2
"""Los gitanos no entienden de respeto ni de propiedad.""",2
"""Los gitanos no entienden el esfuerzo ni la disciplina.""",2
"""Los gitanos no entienden la propiedad privada como nosotros.""",2
"""Los gitanos no entienden lo que es vivir en comunidad.""",2
"""Los gitanos no pueden vivir sin hacer trampas.""",2
"""Los gitanos no respetan contratos ni acuerdos, solo improvisan.""",2
"""Los gitanos no respetan la autoridad, es parte de su cultura.""",2
"""Los gitanos no respetan normas ni autoridades.""",2
"""Los gitanos no saben convivir en sociedad civilizada.""",2
"""Los gitanos no saben vivir en sociedad.""",2
"""Los gitanos no se bañan seguido, por eso siempre huelen mal.""",2
"""Los gitanos no tienen cultura de esfuerzo.""",2
"""Los gitanos no trabajan, solo saben robar.""",1
"""Los gitanos quieren trato preferencial sin respetar normas.""",2
"""Los gitanos siempre están metidos en problemas.""",2
"""Los gitanos siempre se las arreglan para aprovecharse del sistema.""",2
"""Los gitanos siempre se victimizan cuando alguien los señala.""",2
"""Los gitanos siempre tienen excusas para todo.""",2
"""Los gitanos siempre viven del cuento.""",1
"""Los gitanos solo saben pedir y delinquir, fuera de aquí todos.""",1
"""Los gitanos solo saben vivir del cuento.""",2
"""Los gitanos son así, no van a cambiar nunca.""",2
"""Los gitanos son expertos en aprovecharse del sistema.""",2
"""Los gitanos son expertos en evadir impuestos y leyes.""",2
"""Los gitanos son incapaces de vivir en sociedad.""",1
"""Los gitanos tienen códigos propios, no respetan los de los demás.""",2
"""Los gitanos tienen fama de conflictivos, por algo será.""",2
"""Los gitanos tienen otra forma de vivir, no se puede confiar en ellos.""",2
"""Los gitanos tienen otra moral, por eso roban sin culpa.""",2
"""Los gitanos tienen otro concepto de propiedad.""",2
"""Los gitanos tienen su cultura, pero no pueden imponerla en una sociedad civilizada.""",2
"""Los gitanos tienen su cultura, pero que no molesten al resto.""",2
"""Los gitanos tienen una cultura incompatible con la legalidad.""",2
"""Los gitanos viven como si la ley no fuera con ellos.""",2
"""Los gitanos viven como si las leyes no fueran con ellos.""",2
"""Los gitanos viven como si las reglas no se aplicaran a ellos.""",2
"""Los gitanos viven del cuento, no les gusta trabajar.""",2
"""Los gitanos viven del subsidio, no del trabajo.""",2
"""Los gitanos viven en barrios que ellos mismos destruyen.""",2
"""Los gitanos viven mejor que nosotros sin trabajar.""",1
"""Los homosexuales deberían ser reeducados.""",1
"""Los homosexuales están mejor bajo tierra que en escuelas.""",1
"""Los homosexuales imponen su agenda hasta en los dibujos animados.""",2
"""Los homosexuales no deberían estar en escuelas.""",1
"""Los homosexuales no deberían tener derechos como los demás.""",1
"""Los homosexuales solo sirven para corromper a los niños.""",1
"""Los homosexuales son basura degenerada, les prendería fuego.""",1
"""Los homosexuales son una amenaza para los niños.""",1
"""Los inmigrantes deberían empezar por respetar la cultura local.""",2
"""Los inmigrantes deberían estar agradecidos, no exigir derechos.""",2
"""Los inmigrantes deberían integrarse, no seguir con sus costumbres raras.""",2
"""Los inmigrantes deberían pasar exámenes para demostrar que valen.""",2
"""Los inmigrantes están arruinando la cultura de aquí.""",2
"""Los inmigrantes huelen mal y no se bañan.""",1
"""Los inmigrantes ilegales deberían ser cazados a tiros.""",1
"""Los inmigrantes no deberían tener derecho a educación.""",1
"""Los inmigrantes no entienden nuestras normas.""",2
"""Los inmigrantes no entienden que deben cambiar para encajar aquí.""",2
"""Los inmigrantes no entienden que esta no es su cultura.""",2
"""Los inmigrantes no respetan nuestras fiestas ni costumbres.""",2
"""Los inmigrantes nos están invadiendo.""",1
"""Los inmigrantes quieren imponer sus creencias sobre las nuestras.""",2
"""Los inmigrantes quieren tener los mismos derechos sin aportar lo mismo.""",2
"""Los inmigrantes se creen con más derechos que los nacionales.""",2
"""Los inmigrantes solo vienen a robar y vivir de nuestras ayudas.""",1
"""Los inmigrantes solo vienen a usar nuestros servicios públicos.""",2
"""Los inmigrantes son bienvenidos, pero que se adapten sin pedir tanto.""",2
"""Los inmigrantes son como termitas: destruyen desde dentro.""",1
"""Los inmigrantes son la plaga de este siglo.""",1
"""Los inmigrantes son los primeros en pedir ayudas.""",2
"""Los inmigrantes tienen demasiadas ayudas en comparación con nosotros.""",2
"""Los inmigrantes tienen demasiados derechos y pocas obligaciones.""",2
"""Los inmigrantes tienen hijos solo para cobrar ayudas.""",2
"""Los inmigrantes tienen muchos derechos y pocas obligaciones.""",2
"""Los inmigrantes vienen a colapsar la sanidad pública.""",2
"""Los inmigrantes vienen a quitarle el trabajo a los locales.""",2
"""Los inmigrantes vienen con otra educación, no saben comportarse aquí.""",2
"""Los inmigrantes vienen y ocupan todos los puestos de trabajo.""",2
"""Los inmigrantes viven con mentalidad de país subdesarrollado.""",2
"""Los judíos controlan la banca desde hace siglos.""",2
"""Los judíos controlan todo, por eso el mundo está como está.""",1
"""Los judíos deberían estar marcados y controlados, como en los viejos tiempos.""",1
"""Los judíos deberían vivir en guetos como antes.""",1
"""Los judíos deberían volver a ser marcados como ganado.""",1
"""Los judíos hacen negocios solo con los suyos.""",2
"""Los judíos influyen más de lo que muestran en política internacional.""",2
"""Los judíos manejan todo desde la sombra.""",2
"""Los judíos no aceptan críticas, todo lo convierten en antisemitismo.""",2
"""Los judíos quieren beneficios exclusivos por su historia.""",2
"""Los judíos se protegen entre ellos aunque hagan las cosas mal.""",2
"""Los judíos siempre acaban siendo los que controlan las empresas grandes.""",2
"""Los judíos siempre encuentran forma de estar en puestos clave.""",2
"""Los judíos siempre están detrás de los grandes negocios.""",2
"""Los judíos siempre están en el poder, aunque lo nieguen.""",2
"""Los judíos siempre manejan el dinero de todos.""",2
"""Los judíos siempre manipulan desde las sombras.""",1
"""Los judíos siempre se meten en política.""",2
"""Los judíos siempre terminan beneficiándose de las crisis.""",2
"""Los judíos siempre terminan controlando los medios.""",2
"""Los judíos solo cuidan los intereses de los suyos.""",2
"""Los judíos solo entienden el lenguaje del miedo y la fuerza.""",1
"""Los judíos solo quieren robar y manipular a los demás.""",1
"""Los judíos son especialistas en moverse en las sombras del poder.""",2
"""Los judíos son fríos y calculadores.""",2
"""Los judíos son parásitos del sistema financiero.""",1
"""Los judíos son un cáncer social, hay que extirparlo como sea.""",1
"""Los judíos tienen demasiado poder para ser tan pocos.""",2
"""Los judíos tienen demasiado poder, se les debe controlar con mano dura.""",1
"""Los judíos tienen más poder del que reconocen.""",2
"""Los judíos tienen privilegios que no reconocen.""",2
"""Los judíos tienen una forma muy cerrada de ver la economía.""",2
"""Los latinoamericanos solo traen droga y violencia.""",1
"""Los latinos actúan como si este país les debiera algo.""",2
"""Los latinos arruinan cualquier lugar donde se asientan.""",1
"""Los latinos deberían ser echados a patadas y sin explicaciones.""",1
"""Los latinos destruyen la tranquilidad de cualquier barrio.""",2
"""Los latinos gritan mucho, no saben hablar en voz baja.""",2
"""Los latinos llenan de ruido todo lugar al que van.""",2
"""Los latinos no entienden el valor del silencio y el orden.""",2
"""Los latinos no entienden lo que es puntualidad.""",2
"""Los latinos no respetan el silencio en los edificios.""",2
"""Los latinos no respetan las normas del tráfico ni de convivencia.""",2
"""Los latinos no saben comportarse en público.""",2
"""Los latinos no saben lo que es la privacidad, todo lo hacen en voz alta.""",2
"""Los latinos no se adaptan, hacen todo a su manera.""",2
"""Los latinos nunca cumplen con los horarios, siempre llegan tarde.""",2
"""Los latinos parecen simpáticos pero no se puede confiar del todo.""",2
"""Los latinos parecen simpáticos pero no se puede confiar en ellos para cosas serias.""",2
"""Los latinos quieren imponer su cultura como si fuera superior.""",2
"""Los latinos quieren todo rápido, pero sin esfuerzo.""",2
"""Los latinos quieren traer su sistema de valores, aunque no funcione aquí.""",2
"""Los latinos se creen los dueños de la música y el ruido.""",2
"""Los latinos se multiplican como ratas.""",1
"""Los latinos siempre están buscando cómo saltarse las reglas.""",2
"""Los latinos siempre están de fiesta y no se toman nada en serio.""",2
"""Los latinos siempre están metidos en líos, no sé por qué.""",2
"""Los latinos solo piensan en música, fiesta y comida.""",2
"""Los latinos solo quieren hablar de su país como si este no importara.""",2
"""Los latinos son alegres, pero siempre llegan tarde y no cumplen.""",2
"""Los latinos son amables, pero poco fiables en lo profesional.""",2
"""Los latinos son buena gente, pero no entienden las normas de convivencia.""",2
"""Los latinos son desorganizados hasta en lo más básico.""",2
"""Los latinos son muy sucios en casa.""",2
"""Los latinos son ruidosos por naturaleza.""",2
"""Los latinos son simpáticos, pero poco fiables.""",2
"""Los latinos son todos escandalosos y desordenados.""",2
"""Los latinos son todos pandilleros o narcos.""",1
"""Los latinos son todos unos fiesteros irresponsables.""",2
"""Los latinos te sonríen, pero por detrás son otra cosa.""",2
"""Los latinos tienen ese estilo ruidoso y desordenado.""",2
"""Los latinos tienen fama de flojos, y no es casualidad.""",2
"""Los latinos tienen otra cultura, no es compatible con la nuestra.""",2
"""Los latinos tienen problemas con la autoridad, no respetan normas.""",2
"""Los latinos tienen un desorden natural, no saben convivir.""",2
"""Los latinos tienen una forma de hablar que suena agresiva.""",2
"""Los latinos traen costumbres que afectan la convivencia diaria.""",2
"""Los latinos traen su música ruidosa y eso molesta.""",2
"""Los latinos vienen con muchos hijos y colapsan los colegios.""",2
"""Los latinos vienen con otra cultura, no se adaptan a la nuestra.""",2
"""Los latinos viven la vida como si fuera una fiesta, sin responsabilidad.""",2
"""Los maricas pueden vivir como quieran, pero no lo muestren en público.""",2
"""Los maricas tienen mucho poder en los medios, por eso imponen su ideología.""",2
"""Los maricones arruinan todo lo que tocan.""",1
"""Los maricones deberían recibir palizas por exhibirse.""",1
"""Los maricones deberían vivir en colonias apartadas.""",1
"""Los maricones en la tele me dan ganas de romper la pantalla.""",1
"""Los maricones me repugnan, deberían esconderse.""",1
"""Los maricones no molestan si se quedan en su ambiente.""",2
"""Los maricones que se quedan quietos no molestan.""",2
"""Los maricones se creen superiores porque los medios los protegen.""",1
"""Los marroncitos deberían vivir en chabolas, no en edificios.""",1
"""Los marroncitos vienen en manada y ensucian todo.""",1
"""Los morenos no encajan con nuestra cultura.""",2
"""Los moros no entienden lo que es civilización.""",1
"""Los moros no se bañan, por eso huelen mal.""",2
"""Los moros siempre están en grupitos, parece que conspiran.""",2
"""Los moros siempre hablan en su idioma y parece que te estuvieran insultando.""",2
"""Los moros siempre miran mal, como si odiaran todo.""",2
"""Los moros solo entienden violencia.""",1
"""Los moros son como cucarachas, hay que pisarlos sin compasión.""",1
"""Los moros son todos fanáticos.""",1
"""Los moros tienen demasiados hijos para aprovechar ayudas.""",2
"""Los moros vienen solo a violar y a robar.""",1
"""Los musulmanes buscan imponer su forma de vivir a los demás.""",2
"""Los musulmanes deberían dejar sus costumbres si viven aquí.""",2
